cat-title,cat-title href,image-link href,image src,post-title,meta-item 2,meta-item href,meta-item 3,meta-item href 2,excerpt
Court,https://factly.in/category/court/,https://factly.in/review-supreme-court-rules-that-government-institutions-have-a-greater-duty-to-prevent-exploitative-practices-like-prolonged-temporary-employment/,https://factly.in/wp-content/uploads//2021/05/Importand-COurt-JUdgements_Featured-Image-702x336.jpg,Review: Supreme Court Rules That Government Institutions Have a Greater Duty to Prevent Exploitative Practices Like Prolonged Temporary Employment.,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 25, 2024",https://factly.in/review-supreme-court-rules-that-government-institutions-have-a-greater-duty-to-prevent-exploitative-practices-like-prolonged-temporary-employment/#respond,"In this edition of the Court Judgements review, we look at the Supreme Court’s judgements…"
Lok Sabha,https://factly.in/category/lok-sabha/,https://factly.in/parliament-review-disruptions-in-the-last-week-of-2024-winter-session-following-amit-shahs-remarks-on-ambedkar-scuffle-outside-parliament-building/,https://factly.in/wp-content/uploads//2024/12/Amit-shah-speech-referring-to-Ambedkar-featured-speech-702x336.png,Parliament Review: Disruptions in The Last Week of 2024 Winter Session Following Amit Shah’s Remarks on Ambedkar & Scuffle Outside Parliament Building,Pavithra K M,https://factly.in/author/pavithrakm/,"December 23, 2024",https://factly.in/parliament-review-disruptions-in-the-last-week-of-2024-winter-session-following-amit-shahs-remarks-on-ambedkar-scuffle-outside-parliament-building/#respond,The 3rd session (Winter Session) of the 18th Lok Sabha began on 25 November 2024…
Education,https://factly.in/category/education/,https://factly.in/data-indian-institutions-offering-law-management-spend-a-greater-share-of-capital-expenditure-on-libraries/,https://factly.in/wp-content/uploads//2024/12/IIM-bangalore-702x336.jpeg,"Data: Indian Institutions Offering Law, Management Spend a Greater Share of Capital Expenditure on Libraries",Suresh Deepala,https://factly.in/author/sureshdeepala/,"December 20, 2024",https://factly.in/data-indian-institutions-offering-law-management-spend-a-greater-share-of-capital-expenditure-on-libraries/#respond,With the Union Government announcing the launch of ‘One Nation One Subscription (ONOS) Scheme’ from…
Court,https://factly.in/category/court/,https://factly.in/review-sc-rules-acts-that-mislead-obstruct-or-undermine-court-decisions-amount-to-contempt/,https://factly.in/wp-content/uploads//2021/05/Importand-COurt-JUdgements_Featured-Image-702x336.jpg,"Review: SC Rules Acts That Mislead, Obstruct, or Undermine Court Decisions Amount to Contempt.",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 18, 2024",https://factly.in/review-sc-rules-acts-that-mislead-obstruct-or-undermine-court-decisions-amount-to-contempt/#respond,"In this edition of Court Judgements review, we look at the Supreme Court’s judgements on…"
Agriculture,https://factly.in/category/agriculture/,https://factly.in/data-major-vegetable-fruit-production-in-india-increased-over-the-years-while-trends-vary-in-major-producing-states/,https://factly.in/wp-content/uploads//2024/12/mixed-vegetables-including-garlic-gloves-potatoes-onion-tomatoes-702x336.jpg,Data: Major Vegetable & Fruit Production in India Increased Over the Years While Trends Vary in Major Producing States,Pavithra K M,https://factly.in/author/pavithrakm/,"December 17, 2024",https://factly.in/data-major-vegetable-fruit-production-in-india-increased-over-the-years-while-trends-vary-in-major-producing-states/#respond,"India’s diverse climate supports the cultivation of a wide range of fruits and vegetables, making…"
Lok Sabha,https://factly.in/category/lok-sabha/,https://factly.in/review-75-years-of-constitution-disaster-management-amendment-bill-prominent-among-those-discussed-in-the-3rd-week-of-winter-session/,https://factly.in/wp-content/uploads//2024/12/discussion-on-constitution-in-lok-sabha-featured-image-702x336.jpeg,"Review: 75 Years of Constitution, Disaster Management (Amendment) Bill, Prominent Among Those Discussed in the 3rd Week of Winter Session",Suresh Deepala,https://factly.in/author/sureshdeepala/,"December 16, 2024",https://factly.in/review-75-years-of-constitution-disaster-management-amendment-bill-prominent-among-those-discussed-in-the-3rd-week-of-winter-session/#respond,The 3rd session of the 18th Lok Sabha began on 25 November 2024 and is…
LPG Subsidy,https://factly.in/category/lpg-subsidy/,https://factly.in/data-maharashtra-up-tamil-nadu-bihar-and-rajasthan-account-for-half-of-lpg-accidents-in-last-few-years/,https://factly.in/wp-content/uploads//2024/12/lpg-cylinder-explosion-featured-image-702x336.jpeg,"Data: Maharashtra, UP, Tamil Nadu, Bihar and Rajasthan Account for Half of LPG Accidents in Last Few Years",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 13, 2024",https://factly.in/data-maharashtra-up-tamil-nadu-bihar-and-rajasthan-account-for-half-of-lpg-accidents-in-last-few-years/#respond,"Using LPG for cooking could help billions of people get better health, a cleaner environment,…"
Court,https://factly.in/category/court/,https://factly.in/review-kerala-hc-rules-that-giving-occasional-hand-loans-dont-qualify-as-money-lending-business/,https://factly.in/wp-content/uploads//2022/07/Review-of-Court-Judgments_Featured-Image-1-702x336.jpg,Review: Kerala HC Rules That Giving Occasional Hand Loans Doesn’t Qualify as Money Lending Business,Pavithra K M,https://factly.in/author/pavithrakm/,"December 11, 2024",https://factly.in/review-kerala-hc-rules-that-giving-occasional-hand-loans-dont-qualify-as-money-lending-business/#respond,"In this edition of the Court judgments review, we look at SC’s order ruling that…"
India,https://factly.in/category/india/,https://factly.in/data-number-of-humans-killed-in-tiger-attacks-increased-significantly-in-last-few-years/,https://factly.in/wp-content/uploads//2024/01/Tiger-Attacks_Image-1-702x336.jpg,Data: The number of Humans Killed in Tiger & Elephant Attacks Increased in the Last Few Years,Pavithra K M,https://factly.in/author/pavithrakm/,"December 10, 2024",https://factly.in/data-number-of-humans-killed-in-tiger-attacks-increased-significantly-in-last-few-years/#respond,"The number of people killed in Tiger attacks crossed the 100 mark in 2022, a…"
Lok Sabha,https://factly.in/category/lok-sabha/,https://factly.in/parliament-review-while-disruptions-continued-some-progress-on-the-legislative-business-in-second-week-of-winter-session/,https://factly.in/wp-content/uploads//2024/12/Featured-image-parliament-review-december-2024-702x336.jpg,"Parliament Review: While Disruptions Continued, Some Progress on the Legislative Business in Second Week of Winter Session",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 9, 2024",https://factly.in/parliament-review-while-disruptions-continued-some-progress-on-the-legislative-business-in-second-week-of-winter-session/#respond,The 3rd session of the 18th Lok Sabha began on 25 November 2024 and is…
Education,https://factly.in/category/education/,https://factly.in/data-indian-students-now-account-for-more-than-40-of-international-students-in-missouri-texas-arizona-and-new-jersey/,https://factly.in/wp-content/uploads//2024/12/Indian-students-in-U.S.-Texas-702x336.jpg,"Data: Indian Students Now Account for More Than 40% of International Students in Missouri, Texas, Arizona, and New Jersey",Pavithra K M,https://factly.in/author/pavithrakm/,"December 6, 2024",https://factly.in/data-indian-students-now-account-for-more-than-40-of-international-students-in-missouri-texas-arizona-and-new-jersey/#respond,The number of Indian students in the U.S. increased from 1.33 lakhs in 2014-15 to…
Court,https://factly.in/category/court/,https://factly.in/review-sc-rules-that-religious-conversions-to-derive-benefits-of-reservation-cannot-be-permitted/,https://factly.in/wp-content/uploads//2021/05/Importand-COurt-JUdgements_Featured-Image-702x336.jpg,Review: SC Rules That Religious Conversions to Derive Benefits of Reservation Cannot be Permitted,Suresh Deepala,https://factly.in/author/sureshdeepala/,"December 4, 2024",https://factly.in/review-sc-rules-that-religious-conversions-to-derive-benefits-of-reservation-cannot-be-permitted/#respond,"In this edition of the Court judgments review, we look at SC’s order that refusal…"
NSSO,https://factly.in/category/nsso/,https://factly.in/data-cams-highlights-wide-disparities-among-states-in-access-to-education-clean-cooking-fuel-and-others/,https://factly.in/wp-content/uploads//2023/03/Government-Data_Image-702x336.jpg,"Data: CAMS Highlights Wide Disparities among States in Access to Education, Clean Cooking Fuel and others",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"December 3, 2024",https://factly.in/data-cams-highlights-wide-disparities-among-states-in-access-to-education-clean-cooking-fuel-and-others/#respond,"The Comprehensive Annual Modular Survey (CAMS), conducted as part of the 79th round of the…"
Lok Sabha,https://factly.in/category/lok-sabha/,https://factly.in/parliament-review-first-week-of-the-3rd-session-of-18th-lok-sabha-marred-by-disruptions-over-demand-for-discussion-on-various-issues/,https://factly.in/wp-content/uploads//2024/11/Screenshot-2024-11-30-at-9.27.23%E2%80%AFAM-702x336.png,Parliament Review: First Week of the 3rd Session of 18th Lok Sabha Marred by Disruptions Over Demand for Discussion on Various Issues,Pavithra K M,https://factly.in/author/pavithrakm/,"December 2, 2024",https://factly.in/parliament-review-first-week-of-the-3rd-session-of-18th-lok-sabha-marred-by-disruptions-over-demand-for-discussion-on-various-issues/#respond,The 3rd session of the 18th Lok Sabha began on 25 November 2024 and is…
Climate,https://factly.in/category/climate/,https://factly.in/review-uns-emissions-gap-report-2024-notes-that-progress-since-initial-ndcs-plateaued-and-countries-are-off-track-to-deliver-on-2030-pledges/,https://factly.in/wp-content/uploads//2023/08/Featured-image-forest-land-diversion-702x336.jpeg,Review: UN’s Emissions Gap Report 2024 Notes That Progress Since Initial NDCs Plateaued and Countries are Off Track to Deliver on 2030 Pledges,Suresh Deepala,https://factly.in/author/sureshdeepala/,"November 29, 2024",https://factly.in/review-uns-emissions-gap-report-2024-notes-that-progress-since-initial-ndcs-plateaued-and-countries-are-off-track-to-deliver-on-2030-pledges/#respond,"In 2025, countries will submit their next nationally determined contributions (NDCs) with mitigation targets for…"
Court,https://factly.in/category/court/,https://factly.in/review-bombay-hc-rules-that-disclosure-of-marks-in-public-recruitment-process-does-not-infringe-on-public-interest-or-privacy/,https://factly.in/wp-content/uploads//2023/12/Bombay-high-court-building-featured-image-702x336.jpeg,Review: Bombay HC Rules That Disclosure of Marks in Public Recruitment Process Does Not Infringe on Public Interest or Privacy,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 27, 2024",https://factly.in/review-bombay-hc-rules-that-disclosure-of-marks-in-public-recruitment-process-does-not-infringe-on-public-interest-or-privacy/#respond,"In this edition of the Court judgments review, we look at the SC’s decision on…"
Education,https://factly.in/category/education/,https://factly.in/data-for-the-first-time-after-2008-09-india-is-the-leading-place-of-origin-for-international-students-in-the-us/,https://factly.in/wp-content/uploads//2021/11/Indian-students-in-US-1-702x336.jpg,"Data: For the First Time After 2008-09, India is the Leading Place of Origin for International Students in the US",Pavithra K M,https://factly.in/author/pavithrakm/,"November 26, 2024",https://factly.in/data-for-the-first-time-after-2008-09-india-is-the-leading-place-of-origin-for-international-students-in-the-us/#respond,The number of international students in the US has increased more than 40-fold from less…
Government Revenue,https://factly.in/category/government-revenue/,https://factly.in/data-top-10-municipal-corporations-in-india-account-for-over-58-of-revenue-receipts-of-all-232-corporations/,https://factly.in/wp-content/uploads//2024/11/Screenshot-2024-11-23-at-7.12.32%E2%80%AFPM-702x336.png,Data: Top 10 Municipal Corporations in India Account for Over 58% of Revenue Receipts of all 232 Corporations,Suresh Deepala,https://factly.in/author/sureshdeepala/,"November 25, 2024",https://factly.in/data-top-10-municipal-corporations-in-india-account-for-over-58-of-revenue-receipts-of-all-232-corporations/#respond,The RBI released its maiden report on Municipal Finances in November 2022. The current 2024…
Education,https://factly.in/category/education/,https://factly.in/upsc-cse-data-while-more-than-60-selected-candidates-have-an-engineering-degree-only-4-chose-optional-subjects-related-to-engineering/,https://factly.in/wp-content/uploads//2022/06/Civil-Service-Examination_Image-1-702x336.jpg,"UPSC CSE Data: While More Than 60% Selected Candidates Have an Engineering Degree, Only 4% Chose Optional Subjects Related to Engineering",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"November 22, 2024",https://factly.in/upsc-cse-data-while-more-than-60-selected-candidates-have-an-engineering-degree-only-4-chose-optional-subjects-related-to-engineering/#respond,The Union Public Service Commission’s (UPSC) Civil Services Examination (CSE) stands as one of the…
