Title,Link,Image,Author,Date,Description,Fake News
Photos Of Ayodhya BJP Leader Posing With PM Modi Falsely Linked To KIIT Accused,https://www.boomlive.in/fact-check/kiit-student-death-accused-father-bjp-fake-claim-viral-fact-check-27836,https://www.boomlive.in/h-upload/2025/02/21/500x300_1040338-manoj-shrivastava-an-influential-bjp-politicianfalse.webp,Swasti Chatterjee,21 Feb 2025 4:11 PM IST,"BOOM confirmed that the man in the viral photos is former BJP Ayodhya district president, Manoj Srivastava, with no connection to the accused in the KIIT case.",TRUE
"AI Videos Viral Claiming Sundar Pichai, Messi Attend Maha Kumbh",https://www.boomlive.in/fact-check/ai-video-elon-musk-sam-altman-adani-mukesh-ambani-kumbh-mela-shops-27834,https://www.boomlive.in/h-upload/2025/02/21/500x300_1040303-take-over-mahakumbh.webp,Anmol Alphonso,21 Feb 2025 3:42 PM IST,One of the videos shows famous personalities like Mukesh Ambani and Elon Musk setting up shops at the Kumbh.,FALSE
Unrelated Videos Viral As Delhi CM Rekha Gupta Dancing,https://www.boomlive.in/fact-check/delhi-chief-minister-rekha-gupta-bjp-viral-dance-fake-video-fact-check-27832,https://www.boomlive.in/h-upload/2025/02/21/500x300_1040317-old-video-rss-worker-false.webp,Srijit Das,21 Feb 2025 1:58 PM IST,Two different videos of dancer Sangita Mishra and artist-actor Payal Jadhav are viral misidentifying them as Delhi Chief Minister Rekha Gupta.,FALSE
Video Of Orthodox Christian Ritual Falsely Linked To Maha Kumbh,https://www.boomlive.in/fact-check/mahakumbh-ganga-prayagraj-christian-video-ritual-orthodox-epiphany-dip-water-false-claim-fact-check-27825,https://www.boomlive.in/h-upload/2025/02/20/500x300_1040273-kumbh-033.webp,Archis Chowdhury,20 Feb 2025 5:17 PM IST,"BOOM found that the viral video shows the age old Orthodox Christian ritual of an Epiphany dip, not a Kumbh-inspired event.",TRUE
"Why AI Can?t Show A Left-Handed Person, But Can Fake History",https://www.boomlive.in/decode/why-ai-cant-show-a-left-handed-person-but-can-fake-history-27823,https://www.boomlive.in/h-upload/2025/02/20/500x300_1040274-ai-images-02.webp,Hera Rizwan,20 Feb 2025 3:18 PM IST,"According to experts, without efforts to fix biased training data, AI will keep reinforcing inequalities while still failing at simple details like left-handedness.",TRUE
Satirical Video Of Trump Banning Indian Customer Service Shared As Real,https://www.boomlive.in/fact-check/fake-news-satirical-youtube-video-trump-banning-indian-customer-service-reps-united-states-new-executive-order-video-27815,https://www.boomlive.in/h-upload/2025/02/19/500x300_1040209-donald-trump-02.webp,Anmol Alphonso,19 Feb 2025 6:32 PM IST,BOOM found that the viral video has been edited and shared by a satirical YouTube channel - Sobering Satire.,FALSE
Real Or AI? Quick Tips On Verifying AI-Generated Images,https://www.boomlive.in/videos/real-or-ai-quick-tips-on-verifying-ai-generated-images-27810,https://www.boomlive.in/h-upload/videothumb/yt_Ln1SB-swjxk.jpg,BOOM Team,19 Feb 2025 5:47 PM IST,Here's how you can verify whether an image is real or AI-generated with the help of online available tools.,FALSE
Video Does Not Show US Police Officers Detaining Immigrants,https://www.boomlive.in/fact-check/viral-video-united-states-immigrants-police-officer-detaining-claim-fact-check-27808,https://www.boomlive.in/h-upload/2025/02/19/500x300_1040217--01.webp,Srijit Das,19 Feb 2025 5:04 PM IST,"BOOM found that the video shows German police temporarily detaining pro-Palestinian protesters on December 20, 2024.",FALSE
Abuse And Outrage: What Happened At KIIT After Nepali Student's Death?,https://www.boomlive.in/boom-reports/abuse-and-outrage-what-happened-at-kiit-after-nepali-students-death-27805,https://www.boomlive.in/h-upload/2025/02/19/500x300_1040222-kiit-9-01.webp,Swasti Chatterjee,19 Feb 2025 3:16 PM IST,The death of a student in KIIT in Odisha led to a storm of speculations across social media. Here?s what BOOM verified.,FALSE
Has Delhi Metro Fare Hiked Post BJP Win In 2025 Assembly Elections?,https://www.boomlive.in/videos/has-delhi-metro-fare-hiked-post-bjp-win-in-2025-assembly-elections-27804,https://www.boomlive.in/h-upload/videothumb/yt_6Wasow28Elc.jpg,BOOM Team,19 Feb 2025 1:02 PM IST,A graphic is viral with the false claim that Delhi Metro fares have been hiked after the Bharatiya Janata Party (BJP) won the recently held assembly election.,TRUE
Old Video Of Ranveer Allahbadia Crying Falsely Linked To Recent Controversy,https://www.boomlive.in/videos/old-video-of-ranveer-allahbadia-crying-falsely-linked-to-recent-controversy-27803,https://www.boomlive.in/h-upload/videothumb/yt_wd6KYAiMcNA.jpg,BOOM Team,19 Feb 2025 12:50 PM IST,A 2021 video of podcaster Ranveer Allahbadia crying after testing positive for COVID-19 is being falsely shared on social media as him expressing remorse following outrage and police action over his controversial joke on comedian Samay Raina?s YouTube show India?s Got Latent.,TRUE
Sheikh Hasina's Confession On Detention Centres In Bangladesh Is A Deepfake,https://www.boomlive.in/fact-check/sheikh-hasina-false-bangladesh-aynaghor-confession-deepfake-analysis-27795,https://www.boomlive.in/h-upload/2025/02/18/500x300_1040142--063.webp,Archis Chowdhury,18 Feb 2025 3:30 PM IST,"BOOM found that claims about Sheikh Hasina admitting to 'aynaghor' creation are false, with evidence pointing to AI manipulation of old footage.",TRUE
It Took Nearly Five Hours For Govt To Admit Stampede At New Delhi Station,https://www.boomlive.in/decode/it-took-nearly-five-hours-for-govt-to-admit-stampede-at-new-delhi-station-27792,https://www.boomlive.in/h-upload/2025/02/17/500x300_1040106-ashwini-vaishnaw-012.webp,Hera Rizwan,17 Feb 2025 7:34 PM IST,"A look at the timeline of how the events unfolded on February 15 following a stampede in New Delhi railway station in which 18 people died, according to the government.",FALSE
Old Video Of US Journalist Mocking Indian Reporter Linked To Trump Modi Presser,https://www.boomlive.in/fact-check/viral-video-donald-trump-narendra-modi-press-conference-us-journalist-laughing-indian-reporter-claim-fact-check-27790,https://www.boomlive.in/h-upload/2025/02/17/500x300_1040098-american-journalists-02.webp,Srijit Das,17 Feb 2025 6:39 PM IST,"BOOM found that the video shows an incident from February 26, 2020, during US President Donald Trump's press conference in the White House",FALSE
Media Outlets Falsely Claim Rashtrapati Bhavan Hosts First Ever Wedding,https://www.boomlive.in/fact-check/fake-news-rashtrapti-bhavan-first-ever-private-wedding-news-outlets-false-claim-27788,https://www.boomlive.in/h-upload/2025/02/17/500x300_1040100-poonam-0011.webp,Anmol Alphonso,17 Feb 2025 5:23 PM IST,BOOM found that the Rashtrapati Bhavan has been the venue for many weddings in the past.,TRUE
"Blacklisting, Chargebacks, Penalties: What Are The New FASTag Rules?",https://www.boomlive.in/explainers/blacklisting-chargebacks-penalties-what-are-the-new-fastag-rules-27786,https://www.boomlive.in/h-upload/2025/02/17/500x300_1040065-tag.webp,Hera Rizwan,17 Feb 2025 3:32 PM IST,"New FASTag regulations will be implemented starting February 17, 2025. Users should maintain enough balance and regularly check tag statuses to avoid extra charges and penalties.",FALSE
Why Are Elon Musk and Sam Altman Fighting Over OpenAI?s Future?,https://www.boomlive.in/explainers/why-are-elon-musk-and-sam-altman-fighting-over-openais-future-27785,https://www.boomlive.in/h-upload/2025/02/17/500x300_1040093-elon-01.webp,Hera Rizwan,17 Feb 2025 12:09 PM IST,"Elon Musk and Sam Altman are in a legal battle over OpenAI?s shift to a for-profit model, with Musk claiming it betrays its original mission and favours corporate interests.",FALSE
Viral Post Claiming Delhi Metro Fare Hiked After BJP Win Is Fake,https://www.boomlive.in/fact-check/fake-news-delhi-metro-price-hiked-delhi-assembly-election-bjp-win-27775,https://www.boomlive.in/h-upload/2025/02/14/500x300_1039995-increase-rates-of-metro-fares-in-delhi-false.webp,Anmol Alphonso,14 Feb 2025 3:53 PM IST,Delhi Metro denied the claim that metro fares have been revised and stated that presently there is no such proposal.,TRUE
Video Does Not Show Actor Vyjayanthimala Dancing To 'Badan Pe Sitare',https://www.boomlive.in/fact-check/veteran-bollywood-actress-vyjayanthimala-bali-viral-video-claim-fact-check-27774,https://www.boomlive.in/h-upload/2025/02/14/500x300_1040003-vyajanti-mala-false.webp,Srijit Das,14 Feb 2025 3:52 PM IST,"Author and poet Yatindra Mishra, family friend of Vyjayanthimala, confirmed to BOOM that the woman in the video is not her.",FALSE
"TISS And JNU Release Flawed, Biased Reports Ahead Of Key Polls",https://www.boomlive.in/fact-check/illegal-immigrants-delhi-mumbai-demographics-studies-tiss-jnu-flawed-misleading-islamophobic-27772,https://www.boomlive.in/h-upload/2025/02/14/500x300_1039991-jnu-05.webp,Archis Chowdhury,14 Feb 2025 8:39 AM IST,"BOOM found the JNU and TISS studies on ""illegal immigration"" filled with flaws, inconsistencies and biases.",FALSE
Video Of Unruly Crowd At Pushpa 2 Trailer Launch Peddled As  Kumbh Mela,https://www.boomlive.in/fact-check/fake-news-kumbh-mela-slipper-thrown-at-army-men-kumbh-mela-old-video-unrelated-patna-pushpa-2-trailer-launch-27770,https://www.boomlive.in/h-upload/2025/02/13/500x300_1039970--02.webp,Anmol Alphonso,13 Feb 2025 6:02 PM IST,BOOM found that the viral video dates back to November 2024 and is not connected to the ongoing Kumbh Mela 2025.,FALSE
Video Does Not Show Bhagwant Mann Crying After AAP?s Delhi Election Loss,https://www.boomlive.in/fact-check/viral-video-punjab-chief-minister-bhagwant-mann-crying-delhi-election-results-claim-fact-check-27766,https://www.boomlive.in/h-upload/2025/02/13/500x300_1039967-bhagwant-mann-01.webp,Srijit Das,13 Feb 2025 4:44 PM IST,"BOOM found that the video is from 2024, when Bhagwant Mann gave an emotional speech in support of then incarcerated Arvind Kejriwal.",FALSE
Old Video Viral As Samay Raina's Apology Over India's Got Latent Fiasco,https://www.boomlive.in/fact-check/fake-news-old-video-samay-raina-apology-india-got-latent-ranveer-controversy-joke-factcheck-27764,https://www.boomlive.in/h-upload/2025/02/13/500x300_1039928-samay-raina-02.webp,Anmol Alphonso,13 Feb 2025 3:42 PM IST,BOOM found that the viral video predates the recent controversy and is from a roast by Samay Raina on Indian rappers at a music album launch.,FALSE
Clipped Video Viral Claiming JP Nadda Insulted The Indian Constitution Book,https://www.boomlive.in/fact-check/bjp-national-president-jp-nadda-indian-constitution-near-feet-insult-claim-fact-check-27758,https://www.boomlive.in/h-upload/2025/02/12/500x300_1039884-nadda-06.webp,Srijit Das,12 Feb 2025 7:48 PM IST,"BOOM reviewed the original footage and found that JP Nadda placed the book of the Indian Constitution on the table, not near his feet.",FALSE
Old Video Of Ranveer Allahbadia Crying Falsely Peddled As Recent,https://www.boomlive.in/fact-check/fake-news-viral-video-ranveer-allahbadia-crying-coivd-19-2021-video-viral-recent-india-got-latent-controversial-joke-27755,https://www.boomlive.in/h-upload/2025/02/12/500x300_1039894-beerbiceps-02.webp,Anmol Alphonso,12 Feb 2025 5:13 PM IST,"BOOM found that the viral video is from a 2021 vlog by YouTuber Ranveer Allahbadia, in which he is seen crying after testing positive for COVID-19",TRUE
False Claim Of Chhatrapati Shivaji Maharaj's Image On 100 USD Bill Revived,https://www.boomlive.in/fast-check/fast-check-usa-declared-chhatrapati-shivaji-day-february-19-shivaji-maharaj-on-100-us-dollar-bill-fake-image-27754,https://www.boomlive.in/h-upload/2025/02/12/500x300_1039872-dollar-03.webp,Srijanee Chakraborty,12 Feb 2025 3:41 PM IST,BOOM found that the viral image is fake; and US did not declare February 19 as 'World Chhatrapati Shivaji Day.',TRUE
January 2025 Marks Sharpest Rise In AI Disinfo In A Single Month: BOOM Study,https://www.boomlive.in/boom-research/boom-misinformation-report-january-maha-kumbh-delhi-assembly-elections-2025-27748,https://www.boomlive.in/h-upload/2025/02/11/500x300_1039841-boom-misinfo-report-02.webp,BOOM Team,11 Feb 2025 5:51 PM IST,"Arvind Kejriwal was the most targeted politician with false claims during the elections, with misinformation also aimed at PM Modi, the AAP, and Rahul Gandhi",TRUE
"No, Shankaracharya Did Not Reprimand Yogi About Maha Kumbh On Video Call",https://www.boomlive.in/fact-check/maha-kumbh-stampede-did-shankaracharya-avimukteshwarananda-scold-cm-yogi-over-video-call-27746,https://www.boomlive.in/h-upload/2025/02/11/500x300_1039856-yogi-adityanath-03.webp,Jagriti Trisha,11 Feb 2025 5:25 PM IST,"A video of Avimukteshwaranand Saraswati, Shankaracharya of Jyotishpeeth in Uttarakhand, has surfaced with false claims that it shows him reprimanding Yogi Adityanath, Uttar Pradesh's chief minister, for the stampede in Kumbh.",TRUE
Aadhaar Authentication Now Open To Private Companies. Is It Safe?,https://www.boomlive.in/explainers/aadhaar-authentication-now-open-to-private-companies-is-it-safe-27744,https://www.boomlive.in/h-upload/2025/02/11/500x300_1039855-card.webp,Hera Rizwan,11 Feb 2025 4:46 PM IST,"While the Indian government aims to improve service delivery, it raises privacy concerns as the rules lack clear safeguards against misuse of biometric data.",FALSE
India Sees 74% Rise in Hate Speech Against Minorities in 2024: Report,https://www.boomlive.in/news/india-sees-74-rise-in-hate-speech-against-minorities-in-2024-report-27743,https://www.boomlive.in/h-upload/2025/02/11/500x300_1039854-azadi-01.webp,Reuters,11 Feb 2025 4:08 PM IST,"India Hate Lab reported that one-third of hate speech incidents in 2024 took place between March 16 and June 1, coinciding with the peak of election campaigning, with May seeing a significant rise.",FALSE
Kasab to Greeshma: Why Some Crimes End in Death Penalty and Others Don?t,https://www.boomlive.in/law/kasab-greeshma-rg-kar-rape-case-death-penalty-life-sentence-27742,https://www.boomlive.in/h-upload/2025/02/11/500x300_1039850-jail.webp,Ritika Jain,11 Feb 2025 2:25 PM IST,Civil society experts? abolitionist view on the death penalty is at odds with the public?s anger and want for retributive justice.,FALSE
How Will India Be Affected by Trump?s Pause on USAID Funding?,https://www.boomlive.in/explainers/how-will-india-be-affected-by-trumps-pause-on-usaid-funding-27738,https://www.boomlive.in/h-upload/2025/02/10/500x300_1039810-us-aid.webp,Hera Rizwan,10 Feb 2025 3:54 PM IST,"In the past four years, India has received $650 million from USAID, bringing the total funding allocated to the country since 2001 to $2.86 billion.",FALSE
Kejriwal's Letter To ECI Seeking Benefits For Muslims During Voting Is Fake,https://www.boomlive.in/fact-check/arvind-kejriwal-letter-eci-muslim-voter-benefits-delhi-election-claim-fact-check-27734,https://www.boomlive.in/h-upload/2025/02/10/500x300_1039798-kejriwal-001.webp,Srijit Das,9 Feb 2025 6:30 PM IST,BOOM reached out to AAP and ECI who confirmed that the contents of the letter is fake.,TRUE
"Altered Video Of Comedian Cracking Joke On Amitabh Bachchan, Rekha Viral As Real",https://www.boomlive.in/fact-check/samay-raina-rekha-joke-kbc-amitabh-bachchan-fact-check-viral-ai-video-27733,https://www.boomlive.in/h-upload/2025/02/05/500x300_1039563-samay-09.webp,Srijanee Chakraborty,9 Feb 2025 4:01 PM IST,A doctored video of comedian Samay Raina cracking a joke about actor Rekha in the latest season of Kaun Banega Crorepati (KBC) in front of the show host and actor Amitabh Bachchan is viral as real on social media.,FALSE
